人气排序,小说名称,作者,小说类型,总点击数,会员周点击数,总字数,评论数,评分,小说性质,写作进程,授权状态,更新时间
209,黑暗血时代,天下飘火,科幻小说,11101023,433,5396985,64388,9.6,公众作品,精彩纷呈,Ａ级签约,2016/8/28 20:33
210,绝世高手在都市,浪荡邪少,都市小说,4797175,62,7442683,9812,9.3,公众作品,新书上传,Ａ级签约,2016/6/17 19:06
211,我的岳父大人叫吕布,大哥有枪,历史小说,920066,89,4417895,5750,8.5,公众作品,已经完本,Ａ级签约,2015/12/15 14:11
212,赘婿,愤怒的香蕉,历史小说,17996764,2115,3362434,222505,9.5,公众作品,精彩纷呈,Ａ级签约,2016/10/12 23:09
213,我的女友是丧尸,黑暗荔枝,科幻小说,3234276,327,3598171,20749,9.5,公众作品,已经完本,Ａ级签约,2015/7/1 14:37
214,王大锤的大电影,陈坚强,都市小说,711233,30,773598,3183,9.7,公众作品,已经完本,Ａ级签约,2015/10/11 8:50
215,韩娱之宅男艺人,古道暖阳,都市小说,593483,181,2011757,3664,9.3,公众作品,已经完本,Ａ级签约,2015/10/1 15:51
216,天骄无双,跳舞,玄幻小说,8096430,232,3226247,65152,9.6,公众作品,已经完本,Ａ级签约,2015/4/8 14:13
217,最强兵王,丛林狼,军事小说,455346,542,8119210,6028,9.7,公众作品,连载中,签约作品,2016/10/23 8:00
218,权国,爱吃大包子,奇幻小说,1634080,523,9576593,13210,9.5,公众作品,新书上传,Ａ级签约,2016/10/22 22:54
219,蛊真人,蛊真人,仙侠小说,3298517,398,4623741,77941,9.8,公众作品,连载中,Ａ级签约,2016/10/22 20:02
220,恋战星梦,韩错,职场小说,816391,156,9197281,17519,9.8,公众作品,已经完本,Ａ级签约,2015/6/1 13:23
221,希灵帝国,远瞳,科幻小说,5358459,814,8034627,49153,9.8,公众作品,已经完本,Ａ级签约,2016/8/13 20:50
222,移动藏经阁,汉宝,玄幻小说,3115070,926,8941875,27788,9.4,公众作品,新书上传,Ａ级签约,2016/10/23 3:19
223,造化之王,猪三不,玄幻小说,1294736,1449,4803627,18888,9.5,公众作品,精彩纷呈,Ａ级签约,2016/10/22 20:20
224,萌娘守护者,王骑士,科幻小说,538585,234,2861128,22493,10,公众作品,新书上传,Ａ级签约,2016/10/22 23:49
225,一路青云,夏言冰,职场小说,1903770,709,4431197,10358,9.5,公众作品,新书上传,Ａ级签约,2016/10/19 13:41
226,浪迹在武侠世界的道士,中原五百,武侠小说,1489487,367,2174321,13159,9.6,公众作品,已经完本,Ａ级签约,2016/7/17 10:49
227,重生之国民老公,藏剑翁,都市小说,951776,102,1109726,3989,9.6,公众作品,已经完本,Ａ级签约,2015/6/28 13:47
228,大泼猴,甲鱼不是龟,仙侠小说,1662337,1367,2501391,30812,9.6,公众作品,新书上传,Ａ级签约,2016/10/20 23:58
229,贞观攻略,御炎,历史小说,1602024,290,3610359,3735,9.5,公众作品,已经完本,Ａ级签约,2015/4/30 18:01
230,英雄联盟之韩娱巨星,Iced子夜,游戏小说,456252,2871,1674501,7227,9.4,公众作品,连载中,Ａ级签约,2016/10/22 17:18
231,超级拍卖行,玉米熊,都市小说,2401181,249,4606899,15866,9.5,公众作品,新书上传,Ａ级签约,2016/10/19 23:00
232,无尽丹田,横扫天涯,玄幻小说,3150704,822,6377326,21043,9.7,公众作品,已经完本,Ａ级签约,2016/7/1 6:36
233,无上仙魔,骑猪南下,仙侠小说,3791840,51,4805415,12254,9.6,公众作品,已经完本,Ａ级签约,2016/3/11 0:00
234,召唤魔兽基地之英雄无敌,老十三哥,玄幻小说,270830,111,2675381,1358,9.6,公众作品,连载中,签约作品,2016/6/1 16:50
235,武墓,孤独漂流,仙侠小说,1654914,1076,4495990,24414,9.5,公众作品,新书上传,Ａ级签约,2016/10/21 16:51
236,超现代魔法使,吾为妖孽,科幻小说,780788,119,2653913,6916,9.5,公众作品,已经完本,Ａ级签约,2016/1/31 22:24
237,全职高手,蝴蝶蓝,游戏小说,23359161,568,5351829,237676,9.8,公众作品,已经完本,Ａ级签约,2014/4/30 1:05
238,逍遥军医,中秋月明,都市小说,322671,101,4382645,4261,9.8,公众作品,连载中,签约作品,2016/3/8 17:09
239,焚天之怒,妖夜,玄幻小说,1184805,117,5103703,41398,8.6,公众作品,已经完本,签约作品,2016/4/15 14:27
240,超级乐神,就是芦苇,都市小说,839989,176,5283196,7298,8.9,公众作品,新书上传,Ａ级签约,2016/10/22 20:00
241,医师1879,草席,都市小说,270353,246,1743166,3708,9.5,公众作品,新书上传,Ａ级签约,2016/10/20 22:05
242,剑灵,坏宝,玄幻小说,1103152,116,3299177,6128,9.1,公众作品,新书上传,Ａ级签约,2016/10/18 23:50
243,仙逆,耳根,仙侠小说,41472313,877,6545869,281622,8.3,公众作品,已经完本,Ａ级签约,2016/7/1 16:31
244,大阴阳真经,独悠,玄幻小说,1133807,204,2448405,6547,9.6,公众作品,已经完本,Ａ级签约,2015/8/13 20:52
245,能力凭租契约,抖M殿下,科幻小说,712168,26,617463,5220,9.7,公众作品,已经完本,Ａ级签约,2015/10/14 23:32
246,天国的水晶宫,流血的星辰a,游戏小说,1046328,285,4158835,10723,9.7,公众作品,精彩纷呈,Ａ级签约,2016/10/19 22:50
247,无敌天下,神见,玄幻小说,2243955,1138,4050147,13954,9.4,公众作品,新书上传,Ａ级签约,2016/10/22 19:44
248,大唐超级奶爸,洛山山,历史小说,758791,203,2323169,3239,7.9,公众作品,已经完本,Ａ级签约,2016/6/1 13:01
249,遮天,辰东,仙侠小说,62836820,573,6359089,287682,9.7,公众作品,已经完本,Ａ级签约,2013/8/16 16:17
250,我叫术士,穿过红尘,都市小说,1248767,251,4107153,11145,9.4,公众作品,已经完本,Ａ级签约,2015/9/28 23:20
251,英雄联盟入侵艾泽拉斯,李静笃,游戏小说,303070,47,2001651,2143,9.3,公众作品,已经完本,Ａ级签约,2015/9/18 14:41
252,超级武装采矿船,盗掘者,都市小说,645111,174,1062952,2696,9.6,公众作品,已经完本,Ａ级签约,2016/3/18 15:58
253,综漫之幻想游记,八云枫,二次元小说,660591,32,47880,3373,10,VIP作品,新书上传,专属作品,2014/3/3 19:43
254,大奸雄,磕蹦,历史小说,429097,28,1711039,4525,9.8,公众作品,已经完本,Ａ级签约,2015/9/24 19:50
255,主宰之王,快餐店,玄幻小说,516997,305,5058404,2456,9.5,公众作品,已经完本,签约作品,2015/11/11 22:34
256,三界独尊,犁天,玄幻小说,470862,69,6899863,6230,9.8,公众作品,已经完本,签约作品,2016/6/6 16:42
257,道果,战袍染血,仙侠小说,1448832,223,4518392,10182,9.6,公众作品,已经完本,Ａ级签约,2015/9/16 21:07
258,四次元道具,秦合,科幻小说,1078524,45,1380044,6932,9.3,公众作品,情节展开,Ａ级签约,2016/7/30 18:59
259,美漫的无限,雨天包子,科幻小说,667050,194,733225,3410,8.9,公众作品,新书上传,Ａ级签约,2016/5/27 1:52
260,韩娱之炫,西门庆之,都市小说,414854,56,1480898,9015,3.6,公众作品,新书上传,Ａ级签约,2016/10/23 10:23
261,械医,完颜小白,都市小说,990995,82,3851131,9298,9.4,公众作品,已经完本,Ａ级签约,2015/5/31 15:53
262,逍遥侯,大司空,历史小说,1507888,237,2003214,8036,9.7,公众作品,新书上传,Ａ级签约,2016/10/20 15:57
263,星河贵族,奥尔良烤鲟鱼堡,科幻小说,342324,824,3722148,8184,9.6,公众作品,连载中,签约作品,2016/10/21 22:38
264,韩娱之勋,呓语痴人,都市小说,844630,437,3293628,27028,9.7,公众作品,新书上传,Ａ级签约,2016/10/23 1:07
265,汉雄,千年龙王l,历史小说,630987,208,2899366,3503,9.5,公众作品,已经完本,Ａ级签约,2015/7/2 21:15
266,极品地主,壮乡小仨,都市小说,964936,790,4507577,10140,9.5,公众作品,新书上传,Ａ级签约,2016/10/22 23:24
267,重生之妖孽人生,黄金战士,都市小说,8964990,576,21152250,43546,9.4,公众作品,精彩纷呈,Ａ级签约,2016/10/23 16:33
268,入侵型月,我是唐僧我不骑白马,科幻小说,678511,110,2270889,7476,8.8,公众作品,已经完本,Ａ级签约,2016/1/27 12:34
269,从零开始,雷云风暴,游戏小说,64727312,431,20180822,67869,8.5,公众作品,已经完本,Ａ级签约,2016/3/2 18:00
270,国士,衣山尽,历史小说,293648,263,4491037,1607,9.7,公众作品,已经完本,签约作品,2015/12/31 10:32
271,都市藏真,疯神狂想,都市小说,1825714,254,5596889,16566,9.4,公众作品,新书上传,Ａ级签约,2016/10/23 16:00
272,帝国海权,星光破裂,历史小说,721659,125,1656866,6062,9.6,公众作品,新书上传,Ａ级签约,2016/7/11 1:56
273,联盟之谁与争锋,乱,游戏小说,220187,49,3640001,2169,9.9,公众作品,已经完本,签约作品,2015/11/4 12:21
274,蒙山军,wanglong,历史小说,730733,48,2945408,4923,9.5,公众作品,已经完本,Ａ级签约,2015/4/5 4:58
275,暗夜游侠,深蓝椰子汁,游戏小说,1933611,210,2051698,28235,9.5,公众作品,已经完本,Ａ级签约,2016/6/30 0:26
276,最强丧尸传说,很_节操,科幻小说,1812068,164,5115580,26254,9.7,公众作品,已经完本,Ａ级签约,2016/7/2 23:52
277,重装突击,金属裂纹,科幻小说,755726,429,3881797,6765,9.8,公众作品,已经完本,Ａ级签约,2015/7/6 19:29
278,现代天师的修道生涯,长孙禹哲,仙侠小说,787566,301,2530619,4481,9.7,公众作品,已经完本,Ａ级签约,2015/6/20 17:30
279,三国之席卷天下,君子毅,历史小说,1095118,74,4097243,3269,8.5,公众作品,已经完本,Ａ级签约,2015/12/8 10:35
280,星际淘宝网,深海孔雀,都市小说,776262,256,2743210,4038,9.2,公众作品,新书上传,Ａ级签约,2016/10/22 23:09
281,隋末我为王,吴老狼,历史小说,241570,212,2986506,1656,9.6,公众作品,已经完本,签约作品,2015/9/23 11:42
282,我的超神空间,王道一,科幻小说,757104,350,1645416,12345,9.6,公众作品,已经完本,Ａ级签约,2016/10/19 17:44
283,寂灭万乘,黯然销魂,玄幻小说,3239396,69,3193676,15792,9.8,公众作品,新书上传,Ａ级签约,2016/4/28 17:50
284,仙路春秋,高慕遥,仙侠小说,1046047,161,6914608,15655,9.6,公众作品,已经完本,Ａ级签约,2016/4/30 23:48
285,鉴宝人生,吃仙丹,都市小说,1057684,134,3559791,5032,9.2,公众作品,已经完本,Ａ级签约,2015/7/26 0:14
286,贞观大闲人,贼眉鼠眼,历史小说,1898486,1722,2125899,51722,9.8,公众作品,新书上传,Ａ级签约,2016/10/21 10:25
287,苍崎家的魔法使,魔法使之夜,二次元小说,476884,100,476725,3107,9.8,VIP作品,新书上传,专属作品,2016/9/9 23:30
288,超神猎人,不是浮云,游戏小说,887637,135,2599431,5864,9.5,公众作品,已经完本,Ａ级签约,2016/3/17 18:15
289,最强剑仙,左刀,仙侠小说,1179801,747,4356333,6713,9.6,公众作品,精彩纷呈,Ａ级签约,2016/10/23 3:15
290,声色,皂白,都市小说,534433,179,5062542,5056,9.2,公众作品,精彩纷呈,Ａ级签约,2016/10/21 23:57
291,黄金瞳,打眼,都市小说,18257068,319,4170318,77212,9.4,公众作品,已经完本,Ａ级签约,2015/12/12 16:22
292,穿越1630之崛起南美,孤独麦客,历史小说,815019,755,4963602,17257,9.3,公众作品,新书上传,Ａ级签约,2016/10/23 0:51
293,黎爷的轨迹,烂衣奸少,二次元小说,483673,259,2275163,6616,9.8,公众作品,连载中,Ａ级签约,2016/10/22 20:00
294,穿入中世纪,二两白糖,历史小说,739741,160,2193549,5392,9.4,公众作品,已经完本,Ａ级签约,2016/4/8 16:11
295,无限动漫之天才系统,醉酒喵,科幻小说,595880,314,1017576,5777,8.7,公众作品,已经完本,Ａ级签约,2016/8/15 21:32
296,盘龙之巴鲁克,屠道,二次元小说,562598,29,729437,1774,10,VIP作品,已经完本,专属作品,2015/11/28 12:17
297,漫威世界的穿越者,家有伟小宝,科幻小说,1064708,704,2689112,5962,9.5,公众作品,新书上传,Ａ级签约,2016/10/22 20:55
298,韩娱之悠闲,有鱼的天空,都市小说,486007,96,1980823,3373,9.8,公众作品,已经完本,Ａ级签约,2016/2/1 20:24
299,刀塔死亡学院,奥丁信使,游戏小说,285666,51,2192873,3623,9.5,公众作品,已经完本,签约作品,2015/10/10 13:34
300,三界超市,房产大亨,都市小说,995211,672,2157222,6873,9.7,公众作品,已经完本,Ａ级签约,2015/6/9 21:37
301,远东1628,茶头,历史小说,450446,500,3538528,7656,9.7,公众作品,新书上传,Ａ级签约,2016/10/23 8:05
302,一书封神,可笑书仙,玄幻小说,1101971,48,1584081,5487,9.4,公众作品,已经完本,Ａ级签约,2015/7/10 15:47
303,史上最强内线,静物JW,体育小说,478200,53,2634738,6187,9.9,公众作品,已经完本,Ａ级签约,2016/1/13 15:21
304,传道大千,猛虎道长,玄幻小说,779350,111,2122168,3928,9.8,公众作品,已经完本,Ａ级签约,2015/7/7 12:11
305,锻仙,新兵扛老枪,仙侠小说,5348145,135,5871271,21861,9.7,公众作品,已经完本,Ａ级签约,2016/3/8 17:49
306,博德大世界,海拉斯特黑袍,游戏小说,630452,89,3228884,5144,9.5,公众作品,已经完本,Ａ级签约,2015/8/18 17:48
307,武侠世界大拯救,殊彦,武侠小说,710365,134,1810782,12395,9.7,公众作品,已经完本,Ａ级签约,2016/8/9 5:47
308,都市之最强纨绔,左耳思念,都市小说,3071609,370,6911729,9703,9.6,公众作品,已经完本,Ａ级签约,2016/8/4 11:43
309,凡人修仙传,忘语,仙侠小说,100792102,1886,7478498,604560,8.2,公众作品,已经完本,Ａ级签约,2016/1/5 17:02
310,超级英雄,蔡晋,都市小说,1335091,74,2862667,5957,9.8,公众作品,已经完本,Ａ级签约,2015/12/9 20:26
311,穿越者纵横动漫世界,龙之宫,二次元小说,2530279,945,2127164,4613,9,公众作品,连载中,Ａ级签约,2016/10/22 20:20
312,业余教练,烦人,体育小说,447245,79,1357998,2765,9.5,公众作品,已经完本,Ａ级签约,2015/7/4 0:13
313,九阳帝尊,剑棕,玄幻小说,264677,48,3124931,1571,9.7,公众作品,连载中,签约作品,2016/10/22 7:00
314,某超赛亚人的世界之旅,天行健9141,二次元小说,1605164,160,1357214,3087,9.7,VIP作品,新书上传,书坊签约,2013/7/1 20:37
315,将夜,猫腻,玄幻小说,33422581,361,3793605,215553,9.8,公众作品,已经完本,Ａ级签约,2014/5/4 21:57
316,末日之死亡游戏,蓝色胡子,科幻小说,294352,169,3275207,901,9.2,公众作品,已经完本,签约作品,2015/5/12 10:02
317,首席御医,银河九天,都市小说,11982691,437,3991210,44759,9.6,公众作品,已经完本,Ａ级签约,2014/7/21 22:39
318,吞噬星空,我吃西红柿,科幻小说,84602916,623,4780414,369417,9.5,公众作品,已经完本,Ａ级签约,2015/9/21 11:36
319,韩娱之跑男,一代天后,都市小说,477812,106,1080150,3319,9.1,公众作品,新书上传,Ａ级签约,2016/10/1 12:48
320,英雄联盟之抗韩先锋,世界五百强,游戏小说,465024,73,1755549,4195,9.6,公众作品,已经完本,Ａ级签约,2015/8/2 0:14
321,二道贩子的崛起,木允锋,历史小说,789758,182,2056603,4127,9.8,公众作品,已经完本,Ａ级签约,2016/7/11 8:38
322,众神眷恋幻想乡,幻想乡之恋,二次元小说,368439,202,3431302,7066,10,公众作品,连载中,Ａ级签约,2016/9/29 6:45
323,重生之超级战神,高手,游戏小说,2087357,195,2275347,53201,9.9,公众作品,已经完本,Ａ级签约,2015/10/7 13:49
324,网游之倒行逆施,张扬的五月,游戏小说,1179787,108,6688690,12405,9.7,公众作品,精彩纷呈,Ａ级签约,2016/10/23 12:00
325,无限之虫族降临,不吐泡泡鱼,科幻小说,812032,81,2774199,4937,9.9,公众作品,已经完本,Ａ级签约,2015/6/6 23:41
326,盗贼王座,雨水,玄幻小说,551836,79,4146121,3107,9.2,公众作品,已经完本,签约作品,2016/3/9 10:39
327,全方位幻想,如倾如诉,科幻小说,1054998,744,5967103,72243,9.8,公众作品,已经完本,Ａ级签约,2016/10/1 12:10
328,回乡小农民,挣钱买房,都市小说,997972,226,1971001,1899,9.5,公众作品,已经完本,Ａ级签约,2015/7/16 0:28
329,问道武侠世界,明道真人,武侠小说,1058987,148,2030732,6275,9.3,公众作品,连载中,Ａ级签约,2016/7/4 22:23
330,求魔,耳根,仙侠小说,19702719,318,4589136,161442,9.5,公众作品,已经完本,Ａ级签约,2016/7/1 16:30
331,一代球神张铁汉,XX神,体育小说,500243,84,2031022,2546,9.6,公众作品,已经完本,Ａ级签约,2015/6/23 16:39
332,剑尊,江山羽,玄幻小说,996578,16,3215504,6984,9.4,公众作品,新书上传,Ａ级签约,2015/8/4 23:52
333,玄霸九天,亚舍罗,玄幻小说,1146262,173,4288691,5703,9.5,公众作品,已经完本,Ａ级签约,2015/6/16 15:51
334,神级天才,未语浅笑,科幻小说,1081161,100,3036590,5830,9.5,公众作品,已经完本,Ａ级签约,2016/1/17 9:35
335,阳光大秦,光暗之心,历史小说,1272811,94,1940551,7710,9.4,公众作品,连载中,Ａ级签约,2016/6/24 11:24
336,龙皇武神,步征,都市小说,5284832,3102,4328487,133235,9.8,公众作品,精彩纷呈,Ａ级签约,2016/10/22 23:27
337,巨星,七七家d猫猫,职场小说,264625,148,7063250,2394,9.2,公众作品,已经完本,签约作品,2015/12/31 22:15
338,傲剑天穹,小刀锋利,玄幻小说,189592,62,4802372,1243,9.6,公众作品,已经完本,签约作品,2015/8/6 17:01
339,不败升级,牛五花,玄幻小说,369039,52,4583315,2584,9.2,公众作品,已经完本,签约作品,2016/4/29 21:35
340,幸福武侠,啃魂,武侠小说,638275,54,3693735,6489,8.2,公众作品,已经完本,Ａ级签约,2016/8/6 23:00
341,全能奇才,九指仙尊,都市小说,7120278,151,10193138,13677,9.3,公众作品,新书上传,Ａ级签约,2015/9/3 23:56
342,武动乾坤,天蚕土豆,玄幻小说,66737049,477,3939810,162258,9.5,公众作品,已经完本,Ａ级签约,2013/7/3 11:18
343,放牧欧洲,要小妖,都市小说,574746,148,857502,2244,9.4,VIP作品,新书上传,专属作品,2016/1/9 8:56
344,DOTA之最强血脉,老牛十八岁,游戏小说,223464,46,3437149,710,9.9,公众作品,已经完本,签约作品,2015/8/12 13:27
345,无敌升级王,可爱内内,玄幻小说,2566451,497,6067103,9657,9.4,公众作品,新书上传,Ａ级签约,2016/10/23 17:05
346,醉枕江山,月关,历史小说,12066161,224,4089082,130510,9.8,公众作品,已经完本,Ａ级签约,2014/7/15 16:34
347,末世化学家,龙鬼蛇神,科幻小说,1062334,111,1293036,6723,9.2,公众作品,新书上传,Ａ级签约,2015/5/7 23:50
348,都市圣骑录,萧舒,都市小说,1219050,142,3123908,12092,9.6,公众作品,已经完本,Ａ级签约,2016/1/25 8:01
349,最强特种兵之龙刺,赤色星尘,军事小说,211358,196,3667868,2963,8.9,公众作品,连载中,签约作品,2016/10/23 0:16
350,觅仙,何不语,仙侠小说,233909,48,4629388,1449,9.5,公众作品,已经完本,签约作品,2016/2/7 19:13
